nodule_id,label,x_embed,y_embed
LIDC-IDRI-0041_0,4,23.357298,-39.2007
LIDC-IDRI-0041_1,3,-34.465492,7.732008
LIDC-IDRI-0041_2,1,-10.116355,-23.215124
LIDC-IDRI-0042_0,3,20.564096,17.073864
LIDC-IDRI-0042_1,3,28.907759,-0.121974796
LIDC-IDRI-0042_2,3,-32.90288,29.166618
LIDC-IDRI-0042_3,3,-25.991997,-12.174585
LIDC-IDRI-0042_4,3,27.051588,10.1324625
LIDC-IDRI-0042_5,2,1.4274646,17.218597
LIDC-IDRI-0042_6,3,4.3539453,13.467309
LIDC-IDRI-0042_7,3,6.086574,7.507461
LIDC-IDRI-0042_8,3,-13.927855,8.265827
LIDC-IDRI-0042_9,3,-20.230907,-3.7896729
LIDC-IDRI-0044_0,2,18.120018,15.747371
LIDC-IDRI-0044_1,2,-0.8241705,-35.790527
LIDC-IDRI-0044_2,4,47.091152,-6.7860723
LIDC-IDRI-0044_3,3,23.162716,-30.775835
LIDC-IDRI-0045_0,3,-12.625929,-22.156826
LIDC-IDRI-0045_1,3,-32.459312,7.1843424
LIDC-IDRI-0045_10,3,36.524708,8.996197
LIDC-IDRI-0045_11,4,45.50881,-2.0251074
LIDC-IDRI-0045_2,4,44.669956,-3.28276
LIDC-IDRI-0045_3,4,11.227684,-36.404427
LIDC-IDRI-0045_4,3,-52.72573,26.28429
LIDC-IDRI-0045_5,2,-20.364769,-24.603123
LIDC-IDRI-0045_6,3,-24.15396,-15.08181
LIDC-IDRI-0045_7,3,66.152985,2.974317
LIDC-IDRI-0045_8,3,-2.2343814,-18.359657
LIDC-IDRI-0045_9,5,24.30684,-26.377712
LIDC-IDRI-0046_0,3,-11.111753,-17.535463
LIDC-IDRI-0046_1,3,-19.461985,-25.165493
LIDC-IDRI-0046_2,3,-54.013332,1.7223932
LIDC-IDRI-0046_3,3,-20.726034,-22.931183
LIDC-IDRI-0046_4,2,11.675205,12.822833
LIDC-IDRI-0046_5,3,16.095562,0.5084591
LIDC-IDRI-0046_6,3,20.241333,11.066002
LIDC-IDRI-0047_0,4,30.144041,-23.666407
LIDC-IDRI-0048_0,2,62.846706,-0.16810927
LIDC-IDRI-0048_1,3,-16.096037,32.90967
LIDC-IDRI-0048_2,4,-53.72357,12.323986
LIDC-IDRI-0049_0,3,-36.995495,20.278341
LIDC-IDRI-0049_1,2,-23.975061,36.61559
LIDC-IDRI-0049_10,3,-37.482,28.800293
LIDC-IDRI-0049_11,2,-41.936626,9.940961
LIDC-IDRI-0049_12,2,-33.031456,-5.090375
LIDC-IDRI-0049_13,2,9.97679,9.970595
LIDC-IDRI-0049_14,2,-26.344723,-11.903855
LIDC-IDRI-0049_2,2,-16.088173,32.36192
LIDC-IDRI-0049_3,3,-16.071634,-18.680637
LIDC-IDRI-0049_4,2,-36.559193,29.16416
LIDC-IDRI-0049_5,2,-34.321617,6.704853
LIDC-IDRI-0049_6,3,-7.569593,-35.982616
LIDC-IDRI-0049_7,2,10.259697,14.530856
LIDC-IDRI-0049_8,3,-29.807001,-5.6879387
LIDC-IDRI-0049_9,4,34.901314,-4.294172
LIDC-IDRI-0050_0,4,18.57211,-21.951729
LIDC-IDRI-0051_0,2,-35.35165,32.428146
LIDC-IDRI-0051_1,4,27.120186,-40.827656
LIDC-IDRI-0051_2,4,54.22809,-2.4806
LIDC-IDRI-0053_0,4,9.902006,-35.604053
LIDC-IDRI-0053_1,3,57.3219,4.666568
LIDC-IDRI-0054_0,4,25.841051,-29.909885
LIDC-IDRI-0055_0,3,15.399067,-40.94933
LIDC-IDRI-0055_1,4,22.104706,0.01227461
LIDC-IDRI-0055_2,3,8.815951,-7.5517
LIDC-IDRI-0055_3,3,27.831755,12.18511
LIDC-IDRI-0055_4,4,12.287461,-35.98158
LIDC-IDRI-0055_5,3,-16.124702,5.5687833
LIDC-IDRI-0056_0,3,8.869819,-37.841274
LIDC-IDRI-0056_1,2,-54.343536,13.095533
LIDC-IDRI-0056_2,2,21.49337,8.037055
LIDC-IDRI-0057_0,5,26.104391,-29.911646
LIDC-IDRI-0058_0,5,14.460703,-38.298164
LIDC-IDRI-0058_1,3,-21.570946,32.34035
LIDC-IDRI-0058_2,4,25.603466,-33.937267
LIDC-IDRI-0059_0,4,64.88169,8.835855
LIDC-IDRI-0061_0,4,10.370396,-0.46868107
LIDC-IDRI-0061_1,2,56.137966,3.0566351
LIDC-IDRI-0061_2,3,-19.134174,-5.423042
LIDC-IDRI-0061_3,3,33.586235,11.178251
LIDC-IDRI-0061_4,3,3.259379,-28.938751
LIDC-IDRI-0061_5,4,59.276745,-3.9323232
LIDC-IDRI-0063_0,1,-38.479374,21.346104
LIDC-IDRI-0063_1,3,68.746605,4.0008373
LIDC-IDRI-0063_2,5,15.409058,-8.605398
LIDC-IDRI-0063_3,3,-39.09505,34.63842
LIDC-IDRI-0064_0,3,28.76565,-22.947742
LIDC-IDRI-0064_1,4,28.395966,-20.75125
LIDC-IDRI-0065_0,3,-11.258651,-0.55498695
LIDC-IDRI-0066_0,4,21.547688,-0.7086647
LIDC-IDRI-0066_1,4,63.39226,2.407676
LIDC-IDRI-0067_0,4,-10.950376,-28.48276
LIDC-IDRI-0067_1,3,-20.839361,-10.52439
LIDC-IDRI-0067_2,3,18.62743,-0.6128209
LIDC-IDRI-0067_3,2,-24.007158,-2.8128994
LIDC-IDRI-0068_0,3,-23.611132,-13.876253
LIDC-IDRI-0068_1,3,-24.200626,-4.0904555
LIDC-IDRI-0068_2,4,0.46890405,-29.978975
LIDC-IDRI-0068_3,3,-52.93484,11.4763365
LIDC-IDRI-0068_4,4,11.140096,-36.87835
LIDC-IDRI-0068_5,4,21.367567,-41.911808
LIDC-IDRI-0069_0,3,60.899803,1.7864294
LIDC-IDRI-0069_1,2,45.38828,1.3802023
LIDC-IDRI-0069_2,4,24.155691,-42.116184
LIDC-IDRI-0070_0,3,-11.2471075,-14.056098
LIDC-IDRI-0070_1,3,-31.601368,-0.49861524
LIDC-IDRI-0070_2,2,55.72077,9.699729
LIDC-IDRI-0072_0,5,31.5882,-24.192593
LIDC-IDRI-0074_0,4,10.7274,-35.194866
LIDC-IDRI-0076_0,3,-9.87654,-24.357134
LIDC-IDRI-0076_1,3,-46.073124,28.327978
LIDC-IDRI-0077_0,4,11.295475,-10.450675
LIDC-IDRI-0077_1,3,22.60079,9.048103
LIDC-IDRI-0078_0,4,23.843111,-26.108473
LIDC-IDRI-0078_1,4,29.153868,-41.351078
LIDC-IDRI-0078_2,1,55.796066,7.0711064
LIDC-IDRI-0078_3,4,24.726423,-27.892305
LIDC-IDRI-0079_0,3,63.096764,2.4346004
LIDC-IDRI-0080_0,4,-14.684149,-20.305874
LIDC-IDRI-0080_1,5,22.280916,-39.270603
LIDC-IDRI-0081_0,4,19.348724,-34.75605
LIDC-IDRI-0081_1,4,20.161392,-36.39077
LIDC-IDRI-0082_0,5,31.312265,-43.987957
LIDC-IDRI-0083_0,3,-21.246605,-18.194918
LIDC-IDRI-0083_1,3,32.590088,0.74370795
LIDC-IDRI-0084_0,1,40.08009,3.0697672
LIDC-IDRI-0084_1,2,-29.750225,-0.57477033
LIDC-IDRI-0084_2,2,-2.4318652,-7.5821157
LIDC-IDRI-0084_3,3,-55.762905,3.8163784
LIDC-IDRI-0084_4,3,-53.244873,19.770792
LIDC-IDRI-0084_5,3,33.131916,3.199253
LIDC-IDRI-0085_0,2,-39.201103,37.939785
LIDC-IDRI-0085_1,2,-1.7578921,-17.268852
LIDC-IDRI-0087_0,5,23.823523,-27.032919
LIDC-IDRI-0088_0,3,-8.670829,-17.21908
LIDC-IDRI-0088_1,1,39.620247,11.994302
LIDC-IDRI-0088_2,2,8.357145,-5.1340284
LIDC-IDRI-0089_0,5,31.916773,-42.29278
LIDC-IDRI-0090_0,3,-36.22358,20.37311
LIDC-IDRI-0091_1,3,-14.655431,1.8979943
LIDC-IDRI-0091_2,3,-17.883348,-23.17357
LIDC-IDRI-0091_3,3,41.362446,0.9671467
LIDC-IDRI-0091_4,3,1.973314,-35.090965
LIDC-IDRI-0092_0,1,18.933952,-14.598382
LIDC-IDRI-0092_1,3,-6.5988836,-14.339757
LIDC-IDRI-0092_2,2,-29.122976,-6.9828744
LIDC-IDRI-0093_0,2,32.197918,8.638841
LIDC-IDRI-0093_1,4,45.682293,2.1006052
LIDC-IDRI-0094_0,4,21.9597,-36.00934
LIDC-IDRI-0095_0,4,11.431888,-39.82326
LIDC-IDRI-0095_1,3,-16.713453,-3.0764182
LIDC-IDRI-0095_2,4,24.828047,-37.51405
LIDC-IDRI-0097_0,3,48.248722,-3.133133
LIDC-IDRI-0098_0,3,64.78478,8.71257
LIDC-IDRI-0099_0,2,-12.977981,-7.6800876
LIDC-IDRI-0099_1,4,8.118548,-36.984833
LIDC-IDRI-0099_2,3,15.671597,-21.118895
LIDC-IDRI-0099_3,3,19.402634,1.3494939
LIDC-IDRI-0102_0,3,33.28082,2.0987246
LIDC-IDRI-0102_1,3,73.61501,3.6449618
LIDC-IDRI-0103_0,3,11.558213,-0.43960097
LIDC-IDRI-0103_1,2,41.330574,12.220735
LIDC-IDRI-0104_0,4,30.594181,-43.24526
LIDC-IDRI-0105_0,3,-1.543481,3.430533
LIDC-IDRI-0105_1,3,39.244217,-7.0357413
LIDC-IDRI-0107_0,2,-16.77533,22.308146
LIDC-IDRI-0107_1,2,-24.241583,33.600857
LIDC-IDRI-0107_2,3,-2.0315526,-36.96063
LIDC-IDRI-0108_0,5,31.811014,-43.2693
LIDC-IDRI-0108_1,3,-34.51884,33.725403
LIDC-IDRI-0111_0,3,33.58194,8.747264
LIDC-IDRI-0111_1,4,46.247517,-1.7134851
LIDC-IDRI-0111_2,5,25.946817,-41.61217
LIDC-IDRI-0111_3,3,4.118949,-9.383505
LIDC-IDRI-0111_4,3,-24.790037,-20.016054
LIDC-IDRI-0112_0,4,-11.603691,-33.38289
LIDC-IDRI-0113_0,3,-32.454933,-4.7076044
LIDC-IDRI-0114_0,4,10.536059,-39.433735
LIDC-IDRI-0115_0,4,30.92711,-42.255024
LIDC-IDRI-0116_0,2,17.042603,-1.2639941
LIDC-IDRI-0116_1,5,24.762878,-42.28766
LIDC-IDRI-0117_0,3,10.212421,-32.81155
LIDC-IDRI-0118_0,1,-24.341587,-9.938532
LIDC-IDRI-0118_1,1,32.729565,13.039298
LIDC-IDRI-0118_2,1,-19.693043,-6.7530465
LIDC-IDRI-0118_3,1,26.338495,5.2301993
LIDC-IDRI-0118_4,1,1.7785746,13.580034
LIDC-IDRI-0118_5,1,66.28671,1.0761402
LIDC-IDRI-0120_0,3,21.1054,-5.6534066
LIDC-IDRI-0120_1,3,-28.865374,-18.733103
LIDC-IDRI-0120_2,3,-6.597389,-20.083357
LIDC-IDRI-0120_3,4,20.392006,-6.5549464
LIDC-IDRI-0121_0,4,-11.757792,-18.361763
LIDC-IDRI-0121_1,3,-21.317766,-11.694654
LIDC-IDRI-0122_0,3,-26.885838,0.7133225
LIDC-IDRI-0123_0,3,64.09061,2.7869246
LIDC-IDRI-0124_0,2,-23.042198,-0.73865163
LIDC-IDRI-0124_1,3,61.97525,-0.97439474
LIDC-IDRI-0124_10,2,8.547645,-8.463427
LIDC-IDRI-0124_11,3,-3.8776035,-7.5501714
LIDC-IDRI-0124_12,3,65.19048,2.1579695
LIDC-IDRI-0124_13,3,31.05417,15.381222
LIDC-IDRI-0124_14,3,42.817844,11.611718
LIDC-IDRI-0124_2,2,-6.379916,10.082262
LIDC-IDRI-0124_3,3,-1.2422622,-3.6741443
LIDC-IDRI-0124_4,2,3.7018642,16.226948
LIDC-IDRI-0124_5,3,21.291246,-13.311763
LIDC-IDRI-0124_6,2,38.307953,3.0337923
LIDC-IDRI-0124_7,3,-24.401329,13.766332
LIDC-IDRI-0124_8,3,-35.76751,35.398037
LIDC-IDRI-0124_9,3,-5.528909,-29.91315
LIDC-IDRI-0126_0,2,-1.9309753,3.4660857
LIDC-IDRI-0126_1,2,-40.281013,26.902128
LIDC-IDRI-0127_0,3,64.03626,-0.6227145
LIDC-IDRI-0128_0,3,20.644743,11.781088
LIDC-IDRI-0128_1,3,18.99338,17.868654
LIDC-IDRI-0128_2,4,9.883261,13.52257
LIDC-IDRI-0129_0,3,0.42526317,12.813313
LIDC-IDRI-0129_1,4,21.997286,-40.629448
LIDC-IDRI-0129_10,3,7.3451056,-36.826828
LIDC-IDRI-0129_11,3,32.948177,-0.9869356
LIDC-IDRI-0129_12,3,63.394222,7.731159
LIDC-IDRI-0129_13,3,-28.03181,6.13416
LIDC-IDRI-0129_14,3,23.759388,12.361321
LIDC-IDRI-0129_2,2,-9.847454,-12.855777
LIDC-IDRI-0129_3,4,1.0316882,-33.870453
LIDC-IDRI-0129_4,3,-16.44838,6.1184945
LIDC-IDRI-0129_5,2,-1.0605229,-34.59919
LIDC-IDRI-0129_6,3,9.519065,-11.7693
LIDC-IDRI-0129_7,2,-39.825405,25.087505
LIDC-IDRI-0129_8,3,45.806007,8.36582
LIDC-IDRI-0129_9,3,-7.229708,14.764369
LIDC-IDRI-0130_0,4,26.344501,-25.342014
LIDC-IDRI-0130_1,2,-25.436247,-3.4056115
LIDC-IDRI-0131_0,3,-1.6686348,-6.5054684
LIDC-IDRI-0131_1,3,27.448347,5.7547503
LIDC-IDRI-0132_0,2,-27.996769,-17.463121
LIDC-IDRI-0132_1,2,10.11152,-1.7668023
LIDC-IDRI-0132_2,3,3.5227385,-19.613663
LIDC-IDRI-0132_3,4,31.967165,-26.610868
LIDC-IDRI-0132_4,4,31.165634,-3.2705867
LIDC-IDRI-0132_5,3,49.782265,10.009281
LIDC-IDRI-0133_0,3,-6.5268445,-28.703094
LIDC-IDRI-0133_1,3,30.239723,-22.331842
LIDC-IDRI-0134_0,3,15.521772,-34.735188
LIDC-IDRI-0134_1,4,21.122458,-29.945522
LIDC-IDRI-0134_2,1,18.839544,16.262133
LIDC-IDRI-0135_0,3,18.271399,-20.060654
LIDC-IDRI-0135_1,2,-21.886988,40.58953
LIDC-IDRI-0135_2,3,23.34993,12.391245
LIDC-IDRI-0135_3,3,63.38812,-1.0361607
LIDC-IDRI-0135_4,3,19.524496,0.29343513
LIDC-IDRI-0135_5,2,-1.8284916,-12.309537
LIDC-IDRI-0136_0,3,-0.44764104,-15.809713
LIDC-IDRI-0136_1,3,43.504,2.0483608
LIDC-IDRI-0136_2,2,28.997873,3.966259
LIDC-IDRI-0136_3,2,66.60494,1.7437938
LIDC-IDRI-0136_4,3,42.54931,0.6511682
LIDC-IDRI-0136_5,2,24.751564,-24.883373
LIDC-IDRI-0136_6,2,26.403774,-41.02058
LIDC-IDRI-0136_7,2,-10.726073,-31.703094
LIDC-IDRI-0136_8,1,-28.101357,3.8615558
LIDC-IDRI-0137_0,1,-22.497818,1.8216475
LIDC-IDRI-0137_1,4,21.897497,-27.882881
LIDC-IDRI-0137_2,4,19.538,-40.43693
LIDC-IDRI-0138_0,1,20.347462,-19.665234
LIDC-IDRI-0139_0,5,43.149334,-8.40222
LIDC-IDRI-0139_1,4,33.11495,-40.667152
LIDC-IDRI-0139_2,4,22.47498,-21.986586
LIDC-IDRI-0139_3,3,-0.37480247,-18.768694
LIDC-IDRI-0140_0,3,-2.674486,-34.313816
LIDC-IDRI-0141_0,3,3.7440577,-20.84298
LIDC-IDRI-0141_1,3,-0.7404662,-23.895529
LIDC-IDRI-0141_2,3,47.233994,10.188433
LIDC-IDRI-0141_3,3,-7.715949,5.350962
LIDC-IDRI-0141_4,2,47.184685,0.78346145
LIDC-IDRI-0142_0,1,22.921368,14.076675
LIDC-IDRI-0142_1,2,-1.4387867,6.7124867
LIDC-IDRI-0142_2,3,9.800545,-39.921062
LIDC-IDRI-0142_3,3,-27.478418,-12.229311
LIDC-IDRI-0144_0,2,-38.07801,20.248978
LIDC-IDRI-0144_1,2,-17.737276,-25.10813
LIDC-IDRI-0144_2,1,-29.78581,3.5058873
LIDC-IDRI-0144_3,2,-3.3281052,-32.728336
LIDC-IDRI-0144_4,4,10.152573,-35.632206
LIDC-IDRI-0145_0,2,5.6317897,-11.378034
LIDC-IDRI-0145_1,4,33.325397,0.11986236
LIDC-IDRI-0145_2,3,-18.883167,-8.780353
LIDC-IDRI-0147_1,3,-36.41026,19.315607
LIDC-IDRI-0147_2,3,-25.51623,27.617886
LIDC-IDRI-0147_3,3,-25.363714,34.554466
LIDC-IDRI-0147_4,4,-25.803093,9.832304
LIDC-IDRI-0147_5,3,-30.408201,20.01212
LIDC-IDRI-0147_6,3,7.8177986,-3.199389
LIDC-IDRI-0148_0,2,34.584175,1.2850717
LIDC-IDRI-0148_1,4,17.790009,-35.28863
LIDC-IDRI-0148_2,5,46.74782,-7.059711
LIDC-IDRI-0149_0,2,20.477213,10.442216
LIDC-IDRI-0149_1,2,-13.095047,-22.918846
LIDC-IDRI-0149_2,3,-26.33997,5.1972837
LIDC-IDRI-0149_3,3,-5.2728205,11.235474
LIDC-IDRI-0149_4,2,69.10372,5.2310815
LIDC-IDRI-0149_5,2,65.25347,2.067231
LIDC-IDRI-0149_6,2,-21.04138,-9.589755
LIDC-IDRI-0149_7,2,71.36522,2.6384692
LIDC-IDRI-0150_0,2,48.089157,-2.1133645
LIDC-IDRI-0151_0,4,-4.991507,-23.945665
LIDC-IDRI-0152_0,3,4.6682205,-21.11126
LIDC-IDRI-0154_0,3,-16.938946,5.274652
LIDC-IDRI-0155_0,3,-5.831871,-33.37382
LIDC-IDRI-0156_0,4,4.374049,-38.63106
LIDC-IDRI-0157_0,3,31.257685,16.15539
LIDC-IDRI-0158_0,1,-15.211602,-20.069895
LIDC-IDRI-0158_1,3,-38.79382,17.832037
LIDC-IDRI-0158_2,3,1.9262427,-5.128247
LIDC-IDRI-0158_3,3,-13.958135,-30.146105
LIDC-IDRI-0159_0,1,-5.8451753,-31.444542
LIDC-IDRI-0159_1,3,24.196686,-41.57898
LIDC-IDRI-0160_0,2,-13.832731,-31.306942
LIDC-IDRI-0160_1,4,39.39943,-2.840558
LIDC-IDRI-0160_2,3,21.052559,-12.971562
LIDC-IDRI-0160_3,3,-2.2385564,-21.561018
LIDC-IDRI-0162_0,2,-19.578161,-7.937362
LIDC-IDRI-0162_1,3,9.897203,-39.703693
LIDC-IDRI-0163_0,4,23.30398,-41.85042
LIDC-IDRI-0164_0,3,-10.356352,-17.489445
LIDC-IDRI-0164_1,3,53.335487,2.1288316
LIDC-IDRI-0164_10,4,10.020599,-36.48829
LIDC-IDRI-0164_2,4,66.75094,0.25727051
LIDC-IDRI-0164_3,3,34.152977,-0.0027077645
LIDC-IDRI-0164_4,3,21.49217,9.361224
LIDC-IDRI-0164_5,3,39.745346,5.4303226
LIDC-IDRI-0164_6,3,2.104259,-28.15403
LIDC-IDRI-0164_7,3,-5.6894546,-7.9007316
LIDC-IDRI-0164_8,3,8.779053,-9.557869
LIDC-IDRI-0164_9,2,-11.530805,-6.194564
LIDC-IDRI-0166_0,3,10.595641,-11.689056
LIDC-IDRI-0167_0,2,4.6767035,-5.9450836
LIDC-IDRI-0167_1,1,-23.257507,30.011782
LIDC-IDRI-0167_2,3,-17.854443,23.587717
LIDC-IDRI-0168_0,1,-14.035075,8.424012
LIDC-IDRI-0168_1,3,-38.43083,29.496023
LIDC-IDRI-0169_0,3,-21.258724,-13.419472
LIDC-IDRI-0169_1,4,-1.9720844,-33.79853
LIDC-IDRI-0169_2,3,-3.548015,-12.749882
LIDC-IDRI-0170_0,4,17.669094,-31.726717
LIDC-IDRI-0170_1,4,24.0775,-20.416752
LIDC-IDRI-0171_0,4,17.932951,-30.94028
LIDC-IDRI-0171_1,3,-2.2866864,-12.305885
LIDC-IDRI-0171_2,2,-19.213396,-2.9242623
LIDC-IDRI-0171_3,3,1.7523878,14.667193
LIDC-IDRI-0171_4,2,-21.75716,32.132496
LIDC-IDRI-0171_5,2,72.00035,4.171454
LIDC-IDRI-0172_0,4,58.887455,-4.191655
LIDC-IDRI-0173_0,2,-52.69102,12.898749
LIDC-IDRI-0175_0,3,2.6572654,-28.877308
LIDC-IDRI-0176_0,4,-7.941629,-26.139185
LIDC-IDRI-0176_1,1,-15.230425,5.4040504
LIDC-IDRI-0176_2,2,-1.0853674,-2.2908533
LIDC-IDRI-0177_0,3,-55.473854,6.7667513
LIDC-IDRI-0178_0,2,-20.271444,28.949266
LIDC-IDRI-0180_0,3,-30.28794,1.4007992
LIDC-IDRI-0181_0,3,15.640894,-19.754318
LIDC-IDRI-0181_1,3,23.958414,-16.099874
LIDC-IDRI-0181_2,4,12.263482,-37.49949
LIDC-IDRI-0181_3,3,14.31796,-20.794018
LIDC-IDRI-0181_4,1,-20.425901,-21.197233
LIDC-IDRI-0181_5,3,15.249571,-21.983124
LIDC-IDRI-0181_6,2,14.464782,-39.572987
LIDC-IDRI-0181_7,3,23.498695,-39.005516
LIDC-IDRI-0182_0,2,9.682533,12.969163
LIDC-IDRI-0182_1,2,-12.834485,-30.899256
LIDC-IDRI-0182_2,3,53.759357,-2.684662
LIDC-IDRI-0183_0,3,-18.811197,24.206614
LIDC-IDRI-0183_1,4,19.125843,-39.1599
LIDC-IDRI-0186_0,1,-18.936197,-18.19565
LIDC-IDRI-0186_1,2,2.5562024,14.967453
LIDC-IDRI-0186_2,3,-17.675856,22.007713
LIDC-IDRI-0186_3,3,24.598316,-1.137065
LIDC-IDRI-0187_0,3,-33.005016,-3.4668026
LIDC-IDRI-0187_1,3,-12.942502,-0.64211345
LIDC-IDRI-0187_2,2,-56.175682,6.2971764
LIDC-IDRI-0187_3,4,16.69096,-30.125217
LIDC-IDRI-0188_0,2,54.89097,4.2214274
LIDC-IDRI-0188_1,2,65.94535,3.0629547
LIDC-IDRI-0188_2,2,-17.174892,-1.5617235
LIDC-IDRI-0188_3,4,31.781399,-29.35173
LIDC-IDRI-0188_4,3,-13.42198,3.8717701
LIDC-IDRI-0188_5,3,37.87374,1.8350517
LIDC-IDRI-0188_6,3,63.087967,4.280232
LIDC-IDRI-0188_7,4,52.255737,4.396357
LIDC-IDRI-0188_8,3,-4.4220343,16.513756
LIDC-IDRI-0188_9,2,24.436817,10.876615
LIDC-IDRI-0190_0,4,13.255734,-35.306866
LIDC-IDRI-0190_1,4,1.175283,-31.22695
LIDC-IDRI-0191_0,5,20.162695,-39.288937
LIDC-IDRI-0192_0,2,-7.2704406,-9.649545
LIDC-IDRI-0192_1,2,17.983858,0.074069515
LIDC-IDRI-0192_2,3,4.408809,-19.73028
LIDC-IDRI-0192_3,3,20.0271,-5.372201
LIDC-IDRI-0192_4,3,34.691235,-0.24501444
LIDC-IDRI-0193_0,2,-21.140715,36.17229
LIDC-IDRI-0195_0,4,3.5714984,-38.27546
LIDC-IDRI-0195_1,4,22.477009,-41.215237
LIDC-IDRI-0195_2,4,24.115152,-40.13598
LIDC-IDRI-0195_3,5,29.811897,-41.25388
LIDC-IDRI-0195_4,4,20.134739,-42.178764
LIDC-IDRI-0195_5,4,21.771109,-36.5154
